ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,ygopop RCA,Record Count,Slug Detailed Occupation,Geography,ID Geography,Slug Geography
252050,Special education teachers,2018,2018,TRUE,TRUE,10148,2470.331176,56764.27079,6317.732492,1.366993044,95,special-education-teachers,New Jersey,04000US34,new-jersey
312020,Physical therapist assistants & aides,2017,2017,TRUE,TRUE,2327,1184.013038,56742.73872,36909.17346,0.886738001,21,physical-therapist-assistants-aides,New Jersey,04000US34,new-jersey
119051,Food service managers,2016,2016,TRUE,TRUE,23410,3746.054775,56716.75626,7460.772829,0.873909249,206,food-service-managers,New Jersey,04000US34,new-jersey
211011,Substance abuse and behavioral disorder counselors,2018,2018,TRUE,TRUE,2750,1287.072677,56680.08836,17686.2017,1.036382046,28,substance-abuse-and-behavioral-disorder-counselors,New Jersey,04000US34,new-jersey
131081,Logisticians,2015,2015,TRUE,TRUE,4665,1675.942076,56590.82015,12828.88629,1.093104751,42,logisticians,New Jersey,04000US34,new-jersey
274021,Photographers,2017,2017,TRUE,TRUE,4545,1654.299615,56575.23388,38057.28496,1.353029144,34,photographers,New Jersey,04000US34,new-jersey
119051,Food service managers,2015,2015,TRUE,TRUE,23021,3714.856868,56460.2681,8388.979255,0.860032001,193,food-service-managers,New Jersey,04000US34,new-jersey
559830,"Military, rank not specified",2018,2018,TRUE,TRUE,2935,1329.632089,56449.86985,9927.199198,0.437947709,28,military-rank-not-specified,New Jersey,04000US34,new-jersey
434161,"Human resources assistants, except payroll & timekeeping",2018,2018,TRUE,TRUE,1763,1030.652906,56445.42031,25438.04761,1.132197914,17,human-resources-assistants-except-payroll-timekeeping,New Jersey,04000US34,new-jersey
472121,Glaziers,2018,2018,TRUE,TRUE,602,602.341512,56426.30731,25148.22182,0.64129108,7,glaziers,New Jersey,04000US34,new-jersey
514120,"Welding, soldering, & brazing workers",2015,2015,TRUE,TRUE,5150,1760.806626,56371.65029,10613.79908,0.290784124,58,welding-soldering-brazing-workers,New Jersey,04000US34,new-jersey
252050,Special education teachers,2015,2015,TRUE,TRUE,13681,2866.978547,56311.3116,4891.150919,1.80017441,126,special-education-teachers,New Jersey,04000US34,new-jersey
419091,"Doortodoor sales workers, news & street vendors, & related workers",2014,2014,TRUE,TRUE,2422,1207.914835,56300.13584,29281.25653,0.889060722,24,doortodoor-sales-workers-news-street-vendors-related-workers,New Jersey,04000US34,new-jersey
493040,Heavy vehicle & mobile equipment service technicians & mechanics,2017,2017,TRUE,TRUE,6537,1983.520384,56286.01744,8465.888107,1.131301712,46,heavy-vehicle-mobile-equipment-service-technicians-mechanics,New Jersey,04000US34,new-jersey
292030,Diagnostic related technologists & technicians,2014,2014,TRUE,TRUE,10280,2486.21158,56257.76615,5877.356658,1.03062502,102,diagnostic-related-technologists-technicians,New Jersey,04000US34,new-jersey
131141,"Compensation, benefits, & job analysis specialists",2017,2017,TRUE,TRUE,1562,970.1460121,56252.40525,19920.40249,0.917026383,18,compensation-benefits-job-analysis-specialists,New Jersey,04000US34,new-jersey
519020,"Crushing, grinding, polishing, mixing, & blending workers",2016,2016,TRUE,TRUE,2946,1332.110691,56247.35336,23208.17318,1.183030726,30,crushing-grinding-polishing-mixing-blending-workers,New Jersey,04000US34,new-jersey
1940YY,"Miscellaneous life, physical, & social science technicians, including social science research assistants",2015,2015,TRUE,TRUE,5429,1807.813028,56224.98619,17177.92,0.83015598,58,miscellaneous-life-physical-social-science-technicians-including-social-science-research-assistants,New Jersey,04000US34,new-jersey
371012,"Firstline supervisors of landscaping, lawn service, & groundskeeping workers",2016,2016,TRUE,TRUE,4003,1552.610791,56178.50562,13957.22204,1.053845019,33,firstline-supervisors-of-landscaping-lawn-service-groundskeeping-workers,New Jersey,04000US34,new-jersey
211029,"Social workers, all other",2018,2018,TRUE,TRUE,24104,3801.074977,56165.01589,4812.92766,1.211025256,212,social-workers-all-other,New Jersey,04000US34,new-jersey
435061,"Production, planning, & expediting clerks",2017,2017,TRUE,TRUE,9498,2390.094523,56150.6076,11576.31892,0.936630864,91,production-planning-expediting-clerks,New Jersey,04000US34,new-jersey
439021,Data entry keyers,2018,2018,TRUE,TRUE,7819,2168.990577,56110.05218,23041.43095,0.878532844,75,data-entry-keyers,New Jersey,04000US34,new-jersey
252020,Elementary & middle school teachers,2016,2016,TRUE,TRUE,125277,8560.57102,56057.30029,1915.444533,1.181817295,1358,elementary-middle-school-teachers,New Jersey,04000US34,new-jersey
252050,Special education teachers,2016,2016,TRUE,TRUE,12861,2780.052238,55982.8392,5165.98596,1.64055446,129,special-education-teachers,New Jersey,04000US34,new-jersey
531000,Supervisors of transportation & material moving workers,2016,2016,TRUE,TRUE,7570,2134.199195,55972.31321,12240.01019,1.170972756,74,supervisors-of-transportation-material-moving-workers,New Jersey,04000US34,new-jersey
514041,Machinists,2018,2018,TRUE,TRUE,3408,1432.694113,55955.23885,10377.12097,0.369433862,35,machinists,New Jersey,04000US34,new-jersey
49904X,Industrial & refractory machinery mechanics,2014,2014,TRUE,TRUE,7901,2180.248897,55924.33363,7469.057214,0.722034662,70,industrial-refractory-machinery-mechanics,New Jersey,04000US34,new-jersey
434181,Reservation & transportation ticket agents & travel clerks,2016,2016,TRUE,TRUE,2210,1153.872353,55882.01765,20943.13804,0.556609712,25,reservation-transportation-ticket-agents-travel-clerks,New Jersey,04000US34,new-jersey
232011,Paralegals & legal assistants,2016,2016,TRUE,TRUE,13953,2895.298354,55869.18519,6794.042595,1.207208219,141,paralegals-legal-assistants,New Jersey,04000US34,new-jersey
211020,Social workers,2016,2016,TRUE,TRUE,28633,4140.358079,55861.25977,3969.415698,1.146697841,273,social-workers,New Jersey,04000US34,new-jersey
493031,Bus & truck mechanics & diesel engine specialists,2018,2018,TRUE,TRUE,5805,1869.323171,55850.96486,8388.306234,0.718242128,58,bus-truck-mechanics-diesel-engine-specialists,New Jersey,04000US34,new-jersey
331090,"Miscellaneous first-line supervisors, protective service workers",2018,2018,TRUE,TRUE,3037,1352.523156,55834.75436,10800.67334,1.242004111,28,miscellaneous-first-line-supervisors-protective-service-workers,New Jersey,04000US34,new-jersey
434031,"Court, municipal, & license clerks",2016,2016,TRUE,TRUE,2692,1273.428242,55775.94799,12625.71933,1.365916893,31,court-municipal-license-clerks,New Jersey,04000US34,new-jersey
499021,"Heating, air conditioning, & refrigeration mechanics & installers",2014,2014,TRUE,TRUE,7784,2164.076111,55722.06359,7876.597022,0.826695383,75,heating-air-conditioning-refrigeration-mechanics-installers,New Jersey,04000US34,new-jersey
435052,Postal service mail carriers,2015,2015,TRUE,TRUE,9986,2450.490841,55570.70118,6615.303632,1.072738107,102,postal-service-mail-carriers,New Jersey,04000US34,new-jersey
519196,"Paper goods machine setters, operators, & tenders",2017,2017,TRUE,TRUE,288,416.6358068,55549.38889,30242.70429,0.46772312,5,paper-goods-machine-setters-operators-tenders,New Jersey,04000US34,new-jersey
435021,Couriers & messengers,2018,2018,TRUE,TRUE,5980,1897.252248,55509.28712,20729.9919,0.867374642,61,couriers-messengers,New Jersey,04000US34,new-jersey
332020,Fire inspectors,2016,2016,TRUE,TRUE,822,703.8313331,55457.79319,22860.69707,1.42772262,11,fire-inspectors,New Jersey,04000US34,new-jersey
273010,Announcers,2014,2014,TRUE,TRUE,1019,783.6263893,55448.52993,31808.23485,0.910808578,10,announcers,New Jersey,04000US34,new-jersey
499021,"Heating, air conditioning, & refrigeration mechanics & installers",2015,2015,TRUE,TRUE,9575,2399.650626,55407.59634,6604.490234,0.942134754,80,heating-air-conditioning-refrigeration-mechanics-installers,New Jersey,04000US34,new-jersey
252020,Elementary & middle school teachers,2015,2015,TRUE,TRUE,120712,8406.412946,55360.87744,1983.071632,1.177918787,1296,elementary-middle-school-teachers,New Jersey,04000US34,new-jersey
173031,Surveying & mapping technicians,2015,2015,TRUE,TRUE,789,689.5605709,55358.86185,41760.49409,0.436572688,10,surveying-mapping-technicians,New Jersey,04000US34,new-jersey
435061,"Production, planning, & expediting clerks",2018,2018,TRUE,TRUE,8051,2200.874655,55341.06918,11054.15249,0.774216961,80,production-planning-expediting-clerks,New Jersey,04000US34,new-jersey
472211,Sheet metal workers,2015,2015,TRUE,TRUE,1775,1034.146461,55330.41296,15292.70487,0.502412211,22,sheet-metal-workers,New Jersey,04000US34,new-jersey
254022,Librarians and media collections specialists,2018,2018,TRUE,TRUE,5054,1744.370074,55237.14068,10470.8785,0.98658382,57,librarians-and-media-collections-specialists,New Jersey,04000US34,new-jersey
419099,Other Sales Workers,2014,2014,TRUE,TRUE,7052,2059.990697,55219.53517,16431.4697,0.866310533,76,other-sales-workers,New Jersey,04000US34,new-jersey
514111,Tool & die makers,2016,2016,TRUE,TRUE,398,489.7742246,55214.81156,37284.17424,0.232602125,5,tool-die-makers,New Jersey,04000US34,new-jersey
1940YY,"Miscellaneous life, physical, & social science technicians, including social science research assistants",2018,2018,TRUE,TRUE,4783,1697.011608,55167.5277,15161.19447,0.783523912,48,miscellaneous-life-physical-social-science-technicians-including-social-science-research-assistants,New Jersey,04000US34,new-jersey
439041,Insurance claims & policy processing clerks,2017,2017,TRUE,TRUE,8791,2299.606801,55129.37891,9009.669361,0.793611901,98,insurance-claims-policy-processing-clerks,New Jersey,04000US34,new-jersey
474051,Highway maintenance workers,2015,2015,TRUE,TRUE,2462,1217.843048,55089.65272,12047.82591,0.774074432,34,highway-maintenance-workers,New Jersey,04000US34,new-jersey
254010,"Archivists, curators, & museum technicians",2016,2016,TRUE,TRUE,1639,993.7573233,55088.99695,16561.48565,1.114821306,15,archivists-curators-museum-technicians,New Jersey,04000US34,new-jersey
472211,Sheet metal workers,2014,2014,TRUE,TRUE,1845,1054.331881,55046.34309,13164.25608,0.506354852,22,sheet-metal-workers,New Jersey,04000US34,new-jersey
274021,Photographers,2014,2014,TRUE,TRUE,2024,1104.269634,55013.02273,32755.28316,0.594860562,19,photographers,New Jersey,04000US34,new-jersey
435111,"Weighers, measurers, checkers, & samplers, recordkeeping",2017,2017,TRUE,TRUE,2645,1262.278575,54956.3845,20689.62691,1.093746229,29,weighers-measurers-checkers-samplers-recordkeeping,New Jersey,04000US34,new-jersey
532031,Flight attendants,2017,2017,TRUE,TRUE,1686,1007.903994,54906.24496,17091.27024,0.542246805,19,flight-attendants,New Jersey,04000US34,new-jersey
371011,Firstline supervisors of housekeeping & janitorial workers,2016,2016,TRUE,TRUE,4200,1590.319408,54901.69643,9909.458444,0.762589952,41,firstline-supervisors-of-housekeeping-janitorial-workers,New Jersey,04000US34,new-jersey
439041,Insurance claims & policy processing clerks,2016,2016,TRUE,TRUE,8547,2267.481592,54887.1996,12400.37675,0.759541038,80,insurance-claims-policy-processing-clerks,New Jersey,04000US34,new-jersey
5360XX,"Miscellaneous transportation workers, including bridge & lock tenders & traffic technicians",2015,2015,TRUE,TRUE,527,563.5763875,54873.82732,33476.62726,0.586723434,7,miscellaneous-transportation-workers-including-bridge-lock-tenders-traffic-technicians,New Jersey,04000US34,new-jersey
493031,Bus & truck mechanics & diesel engine specialists,2017,2017,TRUE,TRUE,8779,2298.039929,54847.59847,6058.147084,1.028367253,73,bus-truck-mechanics-diesel-engine-specialists,New Jersey,04000US34,new-jersey
21109X,"Miscellaneous community & social service specialists, including health educators & community health workers",2015,2015,TRUE,TRUE,1830,1050.039336,54752.72842,18006.16446,0.686333267,17,miscellaneous-community-social-service-specialists-including-health-educators-community-health-workers,New Jersey,04000US34,new-jersey
29112X,"Other therapists, including exercise physiologists",2016,2016,TRUE,TRUE,6742,2014.298509,54716.7655,11226.38805,1.48577053,56,other-therapists-including-exercise-physiologists,New Jersey,04000US34,new-jersey
232093,"Title examiners, abstractors, and searchers",2018,2018,TRUE,TRUE,1893,1067.960173,54694.92974,16128.52458,0.794210985,23,title-examiners-abstractors-and-searchers,New Jersey,04000US34,new-jersey
273043,Writers & authors,2015,2015,TRUE,TRUE,5118,1755.334337,54614.1739,16778.79013,1.102972788,63,writers-authors,New Jersey,04000US34,new-jersey
435053,"Postal service mail sorters, processors, & processing machine operators",2016,2016,TRUE,TRUE,1967,1088.619859,54588.68175,12086.72746,1.074635315,19,postal-service-mail-sorters-processors-processing-machine-operators,New Jersey,04000US34,new-jersey
4990XX,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians",2018,2018,TRUE,TRUE,5573,1831.637201,54569.19002,9109.650182,0.854374878,50,miscellaneous-installation-maintenance-repair-workers-including-wind-turbine-service-technicians,New Jersey,04000US34,new-jersey
419099,Other Sales Workers,2015,2015,TRUE,TRUE,8951,2320.314054,54556.53905,13705.0443,1.089831366,90,other-sales-workers,New Jersey,04000US34,new-jersey
331099,"Firstline supervisors of protective service workers, all other",2014,2014,TRUE,TRUE,2124,1131.206648,54547.39124,21530.50202,0.932814144,25,firstline-supervisors-of-protective-service-workers-all-other,New Jersey,04000US34,new-jersey
492011,"Computer, automated teller, & office machine repairers",2018,2018,TRUE,TRUE,4444,1635.831912,54526.23087,10099.6534,1.096588784,47,computer-automated-teller-office-machine-repairers,New Jersey,04000US34,new-jersey
252050,Special education teachers,2017,2017,TRUE,TRUE,8239,2226.3804,54519.31351,7278.010461,1.076843571,92,special-education-teachers,New Jersey,04000US34,new-jersey
132082,Tax preparers,2017,2017,TRUE,TRUE,2361,1192.626856,54510.58196,22867.558,0.949672523,26,tax-preparers,New Jersey,04000US34,new-jersey
232090,Miscellaneous legal support workers,2014,2014,TRUE,TRUE,3633,1479.173647,54435.66034,15640.58946,0.818446163,41,miscellaneous-legal-support-workers,New Jersey,04000US34,new-jersey
519151,Photographic process workers & processing machine operators,2016,2016,TRUE,TRUE,1307,887.4535998,54385.3925,35273.56862,1.691151672,12,photographic-process-workers-processing-machine-operators,New Jersey,04000US34,new-jersey
499071,"Maintenance & repair workers, general",2017,2017,TRUE,TRUE,14705,2972.146698,54383.24386,5740.991959,0.960557631,133,maintenance-repair-workers-general,New Jersey,04000US34,new-jersey
474041,Hazardous materials removal workers,2016,2016,TRUE,TRUE,1014,781.7031062,54359.66963,25037.13927,1.075539832,7,hazardous-materials-removal-workers,New Jersey,04000US34,new-jersey
371011,Firstline supervisors of housekeeping & janitorial workers,2015,2015,TRUE,TRUE,4869,1712.15271,54356.42103,14488.3152,0.828508438,46,firstline-supervisors-of-housekeeping-janitorial-workers,New Jersey,04000US34,new-jersey
131022,"Wholesale & retail buyers, except farm products",2015,2015,TRUE,TRUE,7012,2054.151602,54338.9769,13263.01159,1.193916921,73,wholesale-retail-buyers-except-farm-products,New Jersey,04000US34,new-jersey
433011,Bill & account collectors,2017,2017,TRUE,TRUE,2523,1232.841104,54296.80222,13303.03099,0.612792604,29,bill-account-collectors,New Jersey,04000US34,new-jersey
519071,Jewelers & precious stone & metal workers,2017,2017,TRUE,TRUE,761,677.2188004,54156.01314,23004.32937,1.300521708,5,jewelers-precious-stone-metal-workers,New Jersey,04000US34,new-jersey
173010,Drafters,2017,2017,TRUE,TRUE,3009,1346.279527,54143.00532,11109.48153,0.633510342,35,drafters,New Jersey,04000US34,new-jersey
535020,Ship & boat captains & operators,2016,2016,TRUE,TRUE,899,736.0521619,54060.06563,31528.52276,0.861229154,11,ship-boat-captains-operators,New Jersey,04000US34,new-jersey
434199,"Information & record clerks, all other",2015,2015,TRUE,TRUE,1717,1017.117256,54010.34945,20670.48075,0.656791089,22,information-record-clerks-all-other,New Jersey,04000US34,new-jersey
433031,"Bookkeeping, accounting, & auditing clerks",2018,2018,TRUE,TRUE,32892,4435.70981,53968.06287,9452.399885,0.975133393,370,bookkeeping-accounting-auditing-clerks,New Jersey,04000US34,new-jersey
514120,"Welding, soldering, & brazing workers",2017,2017,TRUE,TRUE,5345,1793.828853,53883.54668,16936.11701,0.317745056,54,welding-soldering-brazing-workers,New Jersey,04000US34,new-jersey
472XXX,"Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers",2018,2018,TRUE,TRUE,3212,1390.917252,53877.70984,14531.38799,0.82117434,24,brickmasons-blockmasons-stonemasons-reinforcing-iron-rebar-workers,New Jersey,04000US34,new-jersey
435051,Postal service clerks,2017,2017,TRUE,TRUE,4567,1658.29438,53846.64572,5455.696013,1.363762872,38,postal-service-clerks,New Jersey,04000US34,new-jersey
411011,Firstline supervisors of retail sales workers,2015,2015,TRUE,TRUE,84038,7045.615744,53669.92532,3993.562998,1.009294341,800,firstline-supervisors-of-retail-sales-workers,New Jersey,04000US34,new-jersey
254010,"Archivists, curators, & museum technicians",2014,2014,TRUE,TRUE,615,608.8081433,53660.67317,32042.98287,0.459762357,9,archivists-curators-museum-technicians,New Jersey,04000US34,new-jersey
435052,Postal service mail carriers,2018,2018,TRUE,TRUE,10365,2496.540919,53619.20367,12004.05201,1.089718016,109,postal-service-mail-carriers,New Jersey,04000US34,new-jersey
472150,"Pipelayers, plumbers, pipefitters, & steamfitters",2014,2014,TRUE,TRUE,10761,2543.565123,53616.5177,7674.236783,0.754516104,109,pipelayers-plumbers-pipefitters-steamfitters,New Jersey,04000US34,new-jersey
531000,Supervisors of transportation & material moving workers,2015,2015,TRUE,TRUE,7235,2086.504114,53582.97346,8467.907071,1.142400845,71,supervisors-of-transportation-material-moving-workers,New Jersey,04000US34,new-jersey
211020,Social workers,2017,2017,TRUE,TRUE,30615,4280.59957,53549.61071,4368.234575,1.193004811,284,social-workers,New Jersey,04000US34,new-jersey
499071,"Maintenance & repair workers, general",2014,2014,TRUE,TRUE,15183,3019.712102,53496.04729,6530.732281,0.935201274,137,maintenance-repair-workers-general,New Jersey,04000US34,new-jersey
119013,"Farmers, ranchers, & other agricultural managers",2018,2018,TRUE,TRUE,2223,1157.265256,53409.17274,55258.99732,0.294898365,26,farmers-ranchers-other-agricultural-managers,New Jersey,04000US34,new-jersey
492098,Security & fire alarm systems installers,2015,2015,TRUE,TRUE,948,755.839974,53371.17616,11117.91357,0.557170441,10,security-fire-alarm-systems-installers,New Jersey,04000US34,new-jersey
339093,Transportation security screeners,2015,2015,TRUE,TRUE,1228,860.2216642,53331.82085,24198.92023,1.255588624,10,transportation-security-screeners,New Jersey,04000US34,new-jersey
49904X,Industrial & refractory machinery mechanics,2016,2016,TRUE,TRUE,9592,2401.805914,53304.36843,9683.225978,0.861642165,96,industrial-refractory-machinery-mechanics,New Jersey,04000US34,new-jersey
439011,Computer operators,2016,2016,TRUE,TRUE,3013,1347.162785,53251.21109,19341.64363,1.06229176,28,computer-operators,New Jersey,04000US34,new-jersey
271025,Interior designers,2018,2018,TRUE,TRUE,1869,1061.171568,53186.45586,14800.15176,0.803739956,23,interior-designers,New Jersey,04000US34,new-jersey
4990XX,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians",2014,2014,TRUE,TRUE,5755,1861.225817,53186.33397,12760.42362,0.815715573,57,miscellaneous-installation-maintenance-repair-workers-including-wind-turbine-service-technicians,New Jersey,04000US34,new-jersey
499031,Home appliance repairers,2016,2016,TRUE,TRUE,387,482.9591908,53180.86047,52409.4648,0.444069548,5,home-appliance-repairers,New Jersey,04000US34,new-jersey
518021,Stationary engineers & boiler operators,2016,2016,TRUE,TRUE,3491,1450.009858,53151.56975,12149.88122,1.376201589,34,stationary-engineers-boiler-operators,New Jersey,04000US34,new-jersey
531000,Supervisors of transportation & material moving workers,2014,2014,TRUE,TRUE,8578,2271.553255,53140.65971,8478.935529,1.358367179,83,supervisors-of-transportation-material-moving-workers,New Jersey,04000US34,new-jersey
472130,Insulation workers,2016,2016,TRUE,TRUE,684,642.0484509,53113.14474,30065.03576,0.519231207,7,insulation-workers,New Jersey,04000US34,new-jersey
514111,Tool & die makers,2018,2018,TRUE,TRUE,646,623.9626587,53080.95201,14925.65797,0.396515486,9,tool-die-makers,New Jersey,04000US34,new-jersey
193051,Urban & regional planners,2018,2018,TRUE,TRUE,701,649.977899,53072.70043,29701.11585,1.204900652,9,urban-regional-planners,New Jersey,04000US34,new-jersey
435011,Cargo & freight agents,2014,2014,TRUE,TRUE,1140,828.835065,53053.15175,14468.52951,1.904507355,11,cargo-freight-agents,New Jersey,04000US34,new-jersey
292081,"Opticians, dispensing",2016,2016,TRUE,TRUE,1935,1079.732554,53030.89199,13303.49024,1.022632424,14,opticians-dispensing,New Jersey,04000US34,new-jersey
119071,Gaming managers,2017,2017,TRUE,TRUE,323,441.2247417,53023.24768,27543.06653,0.617225918,5,gaming-managers,New Jersey,04000US34,new-jersey
517011,Cabinetmakers & bench carpenters,2015,2015,TRUE,TRUE,513,556.0410932,52947.93372,11393.79309,0.445617975,7,cabinetmakers-bench-carpenters,New Jersey,04000US34,new-jersey
292090,Miscellaneous health technologists & technicians,2018,2018,TRUE,TRUE,5732,1857.547962,52912.70342,21392.17012,1.401861695,54,miscellaneous-health-technologists-technicians,New Jersey,04000US34,new-jersey
194011,Agricultural & food science technicians,2016,2016,TRUE,TRUE,481,538.4218549,52844.74428,20106.24016,0.487049768,5,agricultural-food-science-technicians,New Jersey,04000US34,new-jersey
499031,Home appliance repairers,2014,2014,TRUE,TRUE,866,722.4184601,52837.5127,12820.70822,0.97388443,12,home-appliance-repairers,New Jersey,04000US34,new-jersey
499071,"Maintenance & repair workers, general",2016,2016,TRUE,TRUE,15101,3011.642578,52822.18635,7891.725054,1.009629515,138,maintenance-repair-workers-general,New Jersey,04000US34,new-jersey
434061,"Eligibility interviewers, government programs",2016,2016,TRUE,TRUE,1498,950.0664686,52784.69893,13983.79623,0.607717738,17,eligibility-interviewers-government-programs,New Jersey,04000US34,new-jersey
211020,Social workers,2014,2014,TRUE,TRUE,28744,4148.146521,52646.76792,3216.277669,1.193332094,285,social-workers,New Jersey,04000US34,new-jersey
499091,"Coin, vending, & amusement machine servicers & repairers",2014,2014,TRUE,TRUE,1155,834.268614,52629.30909,11320.87433,1.111178822,11,coin-vending-amusement-machine-servicers-repairers,New Jersey,04000US34,new-jersey
273090,Miscellaneous media & communication workers,2014,2014,TRUE,TRUE,2540,1236.972336,52623.27047,21891.99352,1.054244243,27,miscellaneous-media-communication-workers,New Jersey,04000US34,new-jersey
499071,"Maintenance & repair workers, general",2015,2015,TRUE,TRUE,14439,2945.063863,52580.58314,6947.081424,0.984403558,128,maintenance-repair-workers-general,New Jersey,04000US34,new-jersey
434061,"Eligibility interviewers, government programs",2017,2017,TRUE,TRUE,1532,960.7877834,52540.37859,18853.20739,0.70191169,14,eligibility-interviewers-government-programs,New Jersey,04000US34,new-jersey
475021,"Earth drillers, except oil & gas",2014,2014,TRUE,TRUE,498,547.8524757,52538.53815,42804.03137,0.613992214,6,earth-drillers-except-oil-gas,New Jersey,04000US34,new-jersey
435011,Cargo & freight agents,2016,2016,TRUE,TRUE,859,719.4943305,52520.08498,20066.20958,1.26798185,11,cargo-freight-agents,New Jersey,04000US34,new-jersey
194031,Chemical technicians,2017,2017,TRUE,TRUE,2478,1221.803555,52477.64891,14248.29123,1.212115312,23,chemical-technicians,New Jersey,04000US34,new-jersey
499052,Telecommunications line installers & repairers,2016,2016,TRUE,TRUE,3316,1413.228068,52448.08534,10577.08775,0.783747973,32,telecommunications-line-installers-repairers,New Jersey,04000US34,new-jersey
292010,Clinical laboratory technologists & technicians,2016,2016,TRUE,TRUE,10702,2536.640119,52445.36133,9540.517155,1.175368194,92,clinical-laboratory-technologists-technicians,New Jersey,04000US34,new-jersey
499060,Precision instrument & equipment repairers,2016,2016,TRUE,TRUE,1856,1057.471671,52290.88631,19791.11165,1.116909709,17,precision-instrument-equipment-repairers,New Jersey,04000US34,new-jersey
536051,Transportation inspectors,2014,2014,TRUE,TRUE,1164,837.5118044,52285.10567,22401.397,0.838959337,10,transportation-inspectors,New Jersey,04000US34,new-jersey
292090,Miscellaneous health technologists & technicians,2016,2016,TRUE,TRUE,4648,1672.89939,52261.5611,11291.92655,1.234981228,43,miscellaneous-health-technologists-technicians,New Jersey,04000US34,new-jersey
472XXX,"Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers",2017,2017,TRUE,TRUE,5513,1821.766577,52250.72048,11439.04854,1.46206303,42,brickmasons-blockmasons-stonemasons-reinforcing-iron-rebar-workers,New Jersey,04000US34,new-jersey
493090,"Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers",2015,2015,TRUE,TRUE,967,763.3750148,52226.2213,31810.85699,0.428701013,7,miscellaneous-vehicle-mobile-equipment-mechanics-installers-repairers,New Jersey,04000US34,new-jersey
474041,Hazardous materials removal workers,2018,2018,TRUE,TRUE,723,660.0967967,52209.1065,21265.58506,0.777744932,6,hazardous-materials-removal-workers,New Jersey,04000US34,new-jersey
433051,Payroll & timekeeping clerks,2017,2017,TRUE,TRUE,3691,1490.94636,52205.24302,8901.156623,0.825352901,39,payroll-timekeeping-clerks,New Jersey,04000US34,new-jersey
232011,Paralegals & legal assistants,2014,2014,TRUE,TRUE,16963,3191.137393,52187.91145,4635.486188,1.475347316,164,paralegals-legal-assistants,New Jersey,04000US34,new-jersey
435052,Postal service mail carriers,2017,2017,TRUE,TRUE,10628,2527.947757,52122.56916,4036.274116,1.09394037,95,postal-service-mail-carriers,New Jersey,04000US34,new-jersey
439111,Statistical assistants,2017,2017,TRUE,TRUE,837,710.2244241,52088.07407,34363.74254,0.940910039,9,statistical-assistants,New Jersey,04000US34,new-jersey
435052,Postal service mail carriers,2014,2014,TRUE,TRUE,9569,2398.897695,52019.18664,4962.411838,1.082232502,103,postal-service-mail-carriers,New Jersey,04000US34,new-jersey
173010,Drafters,2015,2015,TRUE,TRUE,3044,1354.064895,51990.46978,16346.75372,0.697870852,35,drafters,New Jersey,04000US34,new-jersey
519061,"Inspectors, testers, sorters, samplers, & weighers",2017,2017,TRUE,TRUE,16943,3189.484468,51950.66972,6971.224524,0.704611151,171,inspectors-testers-sorters-samplers-weighers,New Jersey,04000US34,new-jersey
331099,"Firstline supervisors of protective service workers, all other",2015,2015,TRUE,TRUE,3895,1531.534572,51880.4629,15390.75028,1.836136261,38,firstline-supervisors-of-protective-service-workers-all-other,New Jersey,04000US34,new-jersey
173023,Electrical and electronic engineering technologists and technicians,2018,2018,TRUE,TRUE,3034,1351.855437,51814.43705,17247.45183,1.256582847,32,electrical-and-electronic-engineering-technologists-and-technicians,New Jersey,04000US34,new-jersey
5360XX,"Miscellaneous transportation workers, including bridge & lock tenders & traffic technicians",2018,2018,TRUE,TRUE,1279,877.9016054,51807.35731,29559.36397,1.293457417,7,miscellaneous-transportation-workers-including-bridge-lock-tenders-traffic-technicians,New Jersey,04000US34,new-jersey
119051,Food service managers,2017,2017,TRUE,TRUE,23065,3718.727244,51806.69178,6938.529021,0.836251108,207,food-service-managers,New Jersey,04000US34,new-jersey
173010,Drafters,2014,2014,TRUE,TRUE,5483,1816.768693,51805.84425,10421.47032,1.2454103,47,drafters,New Jersey,04000US34,new-jersey
231012,Judicial law clerks,2016,2016,TRUE,TRUE,946,755.0433887,51788.3203,27938.0684,2.039313323,11,judicial-law-clerks,New Jersey,04000US34,new-jersey
493021,Automotive body & related repairers,2017,2017,TRUE,TRUE,2431,1210.167724,51762.39613,11449.47856,0.661183318,21,automotive-body-related-repairers,New Jersey,04000US34,new-jersey
211020,Social workers,2015,2015,TRUE,TRUE,27266,4040.821603,51734.26054,3693.054269,1.116293217,271,social-workers,New Jersey,04000US34,new-jersey
339093,Transportation security screeners,2017,2017,TRUE,TRUE,855,717.8191344,51731.48187,23339.35509,0.75839621,5,transportation-security-screeners,New Jersey,04000US34,new-jersey
434161,"Human resources assistants, except payroll & timekeeping",2015,2015,TRUE,TRUE,1887,1066.259767,51594.54531,10008.77216,1.280819122,17,human-resources-assistants-except-payroll-timekeeping,New Jersey,04000US34,new-jersey
